rel_month,att,se,ci_lo,ci_hi
-203,0.586538394740167,0.06185284984006707,0.46530680905363553,0.7077699804266985
-202,0.5255225211375637,0.06098251379860029,0.40599679409230716,0.6450482481828202
-201,0.6638665592305499,0.06769822014390955,0.5311780477484872,0.7965550707126127
-200,0.9031568115283767,0.06940772276175894,0.7671176749153292,1.0391959481414241
-199,0.6957964274849544,0.06295957586736571,0.5723956587849176,0.8191971961849912
-198,0.7168531214058383,0.0574004177273596,0.6043483026602136,0.8293579401514631
-197,0.7673579912589508,0.0596242194616638,0.6504945211140898,0.8842214614038117
-196,0.6992514080625543,0.054776541086770436,0.5918893875324842,0.8066134285926243
-195,0.7154749992796342,0.05554068897553734,0.606615248887581,0.8243347496716874
-194,0.6736310968833101,0.05152144724999997,0.5726490602733102,0.7746131334933101
-193,0.6069993034161026,0.05514786967880133,0.49890947884565207,0.7150891279865532
-192,0.7058349287999405,0.05953945988910704,0.5891375874172907,0.8225322701825902
-191,0.5457887494549456,0.06175306995328217,0.42475273234651256,0.6668247665633786
-190,0.5319418165698327,0.05604511126471258,0.4220933984909961,0.6417902346486694
-189,0.6530923860845186,0.06386690405025022,0.5279132541460282,0.778271518023009
-188,0.8501336205731796,0.0612855972587135,0.7300138499461012,0.9702533912002581
-187,0.6893736665041724,0.055853958393118505,0.5798999080536602,0.7988474249546846
-186,0.6797137121472228,0.04995901952950171,0.5817940338693994,0.7776333904250461
-185,0.7117099666433097,0.053339842683502656,0.6071638749836444,0.8162560583029749
-184,0.6934895607915794,0.048907990658716004,0.597629899100496,0.7893492224826628
-183,0.7626435508891387,0.05634821802779241,0.6522010435546656,0.8730860582236118
-182,0.6756259072839491,0.04977618307636722,0.5780645884542693,0.7731872261136289
-181,0.6310276670248269,0.05280956213223956,0.5275209252456374,0.7345344088040164
-180,0.6280117494046001,0.05633282083890054,0.5175994205603551,0.7384240782488452
-179,0.6629458847232105,0.056989742814162025,0.5512459888074529,0.774645780638968
-178,0.5430367791843069,0.052653821760301464,0.4398352885341161,0.6462382698344978
-177,0.6308498117108161,0.05849254945671034,0.5162044147756638,0.7454952086459684
-176,0.882412871106875,0.06179142637385373,0.7613016754141217,1.0035240667996284
-175,0.7066813738001929,0.05645549581970613,0.5960286019935689,0.8173341456068169
-174,0.6826571703062767,0.05252014540518924,0.5797176853121058,0.7855966553004476
-173,0.6566466299525249,0.053705153881443646,0.5513845283448954,0.7619087315601544
-172,0.6768102469245904,0.04961275983626797,0.5795692376455052,0.7740512562036755
-171,0.7021985298586582,0.05248872277350941,0.5993206332225797,0.8050764264947367
-170,0.7166619979030904,0.052475781680679325,0.6138094658089589,0.8195145299972219
-169,0.5708618948299069,0.04738310747782211,0.4779910041733756,0.6637327854864382
-168,0.5960644243110094,0.05208423174597104,0.49397933008890615,0.6981495185331126
-167,0.6644817978785785,0.053381283149854,0.5598544829048647,0.7691091128522923
-166,0.563739365208066,0.05472162699460882,0.4564849762986327,0.6709937541174993
-165,0.5574032259309577,0.053644506511863185,0.4522599931677059,0.6625464586942096
-164,0.8101673361816302,0.0566081753576975,0.699215312480543,0.9211193598827173
-163,0.5826093188530153,0.05003413975085126,0.4845424049413468,0.6806762327646837
-162,0.5487021170469916,0.04473102323482582,0.461029311506733,0.6363749225872501
-161,0.6158243051256881,0.04717406755446321,0.5233631327189402,0.708285477532436
-160,0.6036327321942991,0.049032909192764935,0.5075282301764799,0.6997372342121184
-159,0.6321821907428143,0.045528539683683936,0.5429462529627939,0.7214181285228348
-158,0.6649053216668139,0.04648352209214709,0.5737976183662057,0.7560130249674222
-157,0.5304294456571845,0.043976690305289494,0.4442351326588171,0.616623758655552
-156,0.5899682458649494,0.05513150044066486,0.4819105050012463,0.6980259867286526
-155,0.6372447686313235,0.049382670437482505,0.5404547345738578,0.7340348026887892
-154,0.5255856759132312,0.05272032887170895,0.4222538313246817,0.6289175205017807
-153,0.5477106193991493,0.056134422545367366,0.4376871512102293,0.6577340875880694
-152,0.7662005476480537,0.04881530268763357,0.6705225543802918,0.8618785409158155
-151,0.5127765755973592,0.047554635576642516,0.41956948986713993,0.6059836613275785
-150,0.47632962837180565,0.04404305518882013,0.3900052402017182,0.5626540165418931
-149,0.5553500992885363,0.04548095923723615,0.46620741918355346,0.6444927793935191
-148,0.5217660373707149,0.042332110666323856,0.43879510046472014,0.6047369742767097
-147,0.5743299247127259,0.043323208768584115,0.48941643552630104,0.6592434138991508
-146,0.5837693386817459,0.04543670806141298,0.49471339088137645,0.6728252864821153
-145,0.431485662386897,0.04396046923403141,0.3453231426881954,0.5176481820855986
-144,0.4686679489812407,0.046389445869150434,0.37774463507770584,0.5595912628847756
-143,0.5147777150917493,0.049577984644765566,0.41760486518800877,0.6119505649954898
-142,0.4075612389566982,0.043277895125487444,0.32273656451074284,0.4923859134026536
-141,0.45948979577465454,0.052830775151038255,0.35594147647861957,0.5630381150706896
-140,0.7026196360281773,0.05071514174045287,0.6032179582168897,0.802021313839465
-139,0.4993377252693669,0.04434295270736837,0.4124255379629249,0.5862499125758089
-138,0.5029514569826518,0.045281996710249864,0.414198743430562,0.5917041705347414
-137,0.5453335603801902,0.045717397580521166,0.4557274611223687,0.6349396596380117
-136,0.5429958757385605,0.043340344015702116,0.4580488014677843,0.6279429500093366
-135,0.5862350050900063,0.0441054050057988,0.4997884112786406,0.6726815989013719
-134,0.5700043382989073,0.043030014618812104,0.48566550964603555,0.654343166951779
-133,0.46773051835878854,0.04364276305260555,0.3821907027756817,0.5532703339418954
-132,0.5337879642490926,0.048781955109256016,0.4381753322349508,0.6294005962632344
-131,0.5048147248423039,0.04541345592412701,0.415804351231015,0.5938250984535929
-130,0.4167640893932131,0.04254638514728289,0.3333731745045386,0.5001550042818875
-129,0.47375809418852527,0.049914447653998786,0.37592577678668765,0.571590411590363
-128,0.6934678955518986,0.04990745023939873,0.5956492930826771,0.79128649802112
-127,0.48086950120719024,0.04345324212354442,0.3957011466450432,0.5660378557693373
-126,0.528250211748775,0.041894008834668504,0.44613795443282467,0.6103624690647252
-125,0.5650210858745139,0.04510510929951202,0.4766150716474704,0.6534271001015575
-124,0.5084983428297892,0.041288426464449045,0.4275730269594691,0.5894236587001094
-123,0.5248884242830805,0.04606037783616394,0.4346100837241991,0.6151667648419618
-122,0.5344490366938193,0.04423232702908143,0.4477536757168197,0.6211443976708189
-121,0.42030740281682627,0.04313279356987838,0.33576712741986464,0.5048476782137878
-120,0.532563574098534,0.0511608189627573,0.4322883689315298,0.6328387792655383
-119,0.5789829152086072,0.05353362037643323,0.47405701927079813,0.6839088111464163
-118,0.3929000780686642,0.04570099569917007,0.3033261264982909,0.48247402963903757
-117,0.40531383251183645,0.04714192405203119,0.3129156613698553,0.49771200365381757
-116,0.7115874832958821,0.04940862134156623,0.6147465854664123,0.8084283811253519
-115,0.4498685729895705,0.049714670370691404,0.35242781906301535,0.5473093269161257
-114,0.47947265948874895,0.04666500291131711,0.38800925378256745,0.5709360651949305
-113,0.47366166528338705,0.04422362663661879,0.3869833570756142,0.5603399734911598
-112,0.4567123124061264,0.04340483864544762,0.3716388286610491,0.5417857961512038
-111,0.4621239721091141,0.03975504665271094,0.38420408066980066,0.5400438635484276
-110,0.4972340693615639,0.04125626648381366,0.41637178705328914,0.5780963516698386
-109,0.3759970856930852,0.04133602038564761,0.29497848573721586,0.45701568564895456
-108,0.3584152324550053,0.042425513602812305,0.27526122579349316,0.4415692391165174
-107,0.4362201615611025,0.04325086476604437,0.35144846661965556,0.5209918565025494
-106,0.3859818332289085,0.0434204291811552,0.3008777920338443,0.4710858744239727
-105,0.4667025117744152,0.044467421875018294,0.3795463648993793,0.553858658649451
-104,0.6873794366687392,0.04940479002152937,0.5905460482265417,0.7842128251109368
-103,0.45552884250058895,0.042925420904749476,0.37139501752728,0.5396626674738979
-102,0.4342334449686745,0.041519130608260756,0.3528559489764834,0.5156109409608656
-101,0.4995038576952851,0.04411788912519778,0.4130327950098974,0.5859749203806728
-100,0.4545448934446684,0.044137998641292635,0.36803441610773485,0.5410553707816019
-99,0.5033526539811305,0.0421316653849373,0.4207745898266534,0.5859307181356076
-98,0.5005369189602964,0.04953524023655277,0.40344784809665296,0.5976259898239398
-97,0.35949780814936383,0.03946377667290677,0.28214880587046653,0.4368468104282611
-96,0.40276535198134755,0.049278748537059866,0.3061790048487102,0.4993516991139849
-95,0.5062266353473188,0.052906205738338256,0.40253047210017584,0.6099227985944617
-94,0.38933422890373953,0.0482827875180181,0.294699965368424,0.48396849243905504
-93,0.43737051176660297,0.04433852372643613,0.3504670052627882,0.5242740182704178
-92,0.7085837026649845,0.04718242335486057,0.6161061528894578,0.8010612524405112
-91,0.5662500360998851,0.04347708139453932,0.48103495656658807,0.6514651156331822
-90,0.5056265200143322,0.042178875228132504,0.42295592456719244,0.5882971154614719
-89,0.5452208154136856,0.04470934829247507,0.4575904927604345,0.6328511380669367
-88,0.5552582688605733,0.040338056157812247,0.4761956787912613,0.6343208589298853
-87,0.5161403721306952,0.03916924563210949,0.43936865069176056,0.5929120935696298
-86,0.5580799462520034,0.03884987508179345,0.4819341910916882,0.6342257014123186
-85,0.42276771808863134,0.04163486176880827,0.3411633890217671,0.5043720471554956
-84,0.4365226618422234,0.046754927070044715,0.3448830047849357,0.528162318899511
-83,0.5201920505101018,0.04627881659856216,0.42948556997691995,0.6108985310432836
-82,0.3496268398761385,0.03943122936158583,0.2723416303274303,0.42691204942484673
-81,0.37195493882768416,0.039681224203579446,0.2941797393886684,0.4497301382666999
-80,0.6619424081492349,0.05072918764396852,0.5625132003670565,0.7613716159314132
-79,0.4501625617605729,0.04704145890270088,0.3579613023112792,0.5423638212098666
-78,0.3733934158985839,0.0422398018889969,0.29060340419614994,0.4561834276010178
-77,0.4368325508581272,0.0427015632661511,0.35313748685647106,0.5205276148597834
-76,0.4407696123239412,0.036751623790825826,0.36873642969392256,0.5128027949539598
-75,0.43649758301950514,0.040879508196902226,0.35637374695357676,0.5166214190854335
-74,0.46226541551381206,0.046545233049452156,0.37103675873688585,0.5534940722907383
-73,0.30645136749390267,0.045202348254997575,0.21785476491410743,0.3950479700736979
-72,0.3716340465343317,0.04399005164111614,0.28541354531774404,0.4578545477509193
-71,0.3354722316481454,0.04145704465325639,0.25421642412776285,0.4167280391685279
-70,0.2786929206859807,0.04168461494152812,0.1969910754005856,0.3603947659713759
-69,0.3273174626455259,0.039627856666085336,0.24964686357999866,0.40498806171105317
-68,0.6087521376829199,0.04859221678291501,0.5135113927884065,0.7039928825774333
-67,0.3255066510997857,0.04022594018927387,0.24666380832880894,0.40434949387076247
-66,0.3016500237608174,0.04086575144838668,0.22155315092197952,0.38174689659965527
-65,0.34446993858192887,0.04403557274680368,0.25816021599819367,0.4307796611656641
-64,0.2854727551916185,0.03823127227777473,0.21053946152718006,0.360406048856057
-63,0.3112383214489853,0.038257550653180775,0.23625352216875095,0.3862231207292196
-62,0.39585528298575545,0.04797043031804806,0.3018332395623813,0.4898773264091296
-61,0.2505756627768074,0.03881814303787758,0.1744921024225673,0.32665922313104745
-60,0.2088651574391218,0.0390235234169177,0.1323790515419631,0.28535126333628047
-59,0.16118680377708483,0.03851228986202707,0.08570271564751177,0.2366708919066579
-58,0.16942895560455784,0.04080438204610648,0.08945236679418914,0.24940554441492654
-57,0.1355962451536915,0.03670263043136642,0.06365908950821332,0.2075334007991697
-56,0.4344245750137411,0.042405522563576416,0.3513097507891313,0.5175393992383509
-55,0.27128834129815765,0.03540658923796098,0.20189142639175414,0.34068525620456114
-54,0.2187958786605412,0.043702169173633024,0.13313962708022048,0.30445213024086193
-53,0.22666415787239713,0.03510387466753022,0.1578605635240379,0.2954677522207564
-52,0.22946129116560604,0.034541915142808334,0.1617591374857017,0.2971634448455104
-51,0.20370190485371553,0.03916119016247738,0.12694597213525988,0.2804578375721712
-50,0.32531829206474894,0.04140048334317726,0.24417334471212152,0.4064632394173764
-49,0.1564150172176157,0.038000845973033,0.08193335911047102,0.23089667532476038
-48,0.1759123079683644,0.03937884709436237,0.09872976766341417,0.25309484827331463
-47,0.22500217333077618,0.043389214895354224,0.13995931213588192,0.31004503452567045
-46,0.1725042091936482,0.044754872796752374,0.08478465851201356,0.26022375987528285
-45,0.22108768437904658,0.042866972880662574,0.13706841753294793,0.3051069512251452
-44,0.43034008087554804,0.04863439534158055,0.3350166660060502,0.5256634957450459
-43,0.2570536719595476,0.044747527479976304,0.16934851809879403,0.34475882582030115
-42,0.1162384244264958,0.04295093388184524,0.03205459401807914,0.20042225483491247
-41,0.09130997617306368,0.046627265840767235,-7.946487484010445e-05,0.18269941722096744
-40,0.056491798990083435,0.03999484830218119,-0.0218981036821917,0.13488170166235858
-39,0.05635172982844707,0.04262097773707009,-0.027185386536210297,0.13988884619310443
-38,0.09336010415732982,0.037823368420035614,0.019226302054060007,0.16749390626059962
-37,0.03743942687415463,0.04969363893200831,-0.05996010543258166,0.13483895918089092
-36,0.03311715122254156,0.046367748096088575,-0.05776363504579205,0.12399793749087518
-35,0.1390589808555044,0.04467962605573257,0.051486913786268546,0.22663104792474023
-34,0.0061031380414543705,0.04353766213401019,-0.0792306797412056,0.09143695582411435
-33,0.017498228108468846,0.04176000949405002,-0.06435139049986918,0.09934784671680688
-32,0.23640556579810165,0.04935695174153806,0.13966594038468705,0.33314519121151626
-31,0.03865525325735431,0.04223187220906511,-0.044119216272413296,0.12142972278712191
-30,0.021057076225278745,0.0371069485653744,-0.051672542962855075,0.09378669541341257
-29,0.0828682510567156,0.03511772184279506,0.014037516244837275,0.15169898586859393
-28,0.03849350582927489,0.03672479269815856,-0.03348708785911588,0.11047409951766565
-27,0.07670157561698211,0.05022042814130545,-0.02173046353997657,0.1751336147739408
-26,0.10466761183824501,0.0312240047808486,0.04346856246778175,0.16586666120870827
-25,0.022087733036908065,0.03213185341406556,-0.04089069965466043,0.08506616572847656
-24,0.022176238984876237,0.037156367307450214,-0.05065024093772619,0.09500271890747866
-23,0.08646490574003389,0.041558044942558436,0.00501113765261936,0.1679186738274484
-22,-0.0315848190126632,0.04065257892217118,-0.1112638737001187,0.04809423567479231
-21,0.0851250144390145,0.03544239547437993,0.015657919309229842,0.15459210956879915
-20,0.22210378965637306,0.03762884817769625,0.1483512472280884,0.2958563320846577
-19,0.04522031126042204,0.03384601217426153,-0.021117872601130565,0.11155849512197463
-18,-0.01585693728543103,0.03583316149530584,-0.08608993381623048,0.054376059245368424
-17,-0.0004968168541031925,0.030539074759797676,-0.060353403383306636,0.059359769675100246
-16,-0.03009513881368223,0.032035774917496,-0.09288525765197438,0.032694980024609924
-15,0.020860256789130983,0.03500535207514682,-0.047750233278156785,0.08947074685641876
-14,0.033477936738685966,0.03334281879724508,-0.03187398810391439,0.09882986158128632
-13,-0.0951289285852284,0.03485144432995052,-0.1634377594719314,-0.026820097698525378
-12,-0.0382451385970153,0.03643645796850503,-0.10966059621528518,0.033170319021254564
-11,0.028183956103763085,0.03367372296661812,-0.03781654091080843,0.0941844531183346
-10,-0.06948291114918026,0.03942375185417702,-0.1467534647833672,0.007787642485006699
-9,-0.08733333791857477,0.031024324040567736,-0.14814101303808752,-0.02652566279906201
-8,0.17735028367532402,0.03651980258212925,0.10577147061435069,0.24892909673629735
-7,-0.017401250831909732,0.03832295383705476,-0.09251424035253705,0.057711738688717595
-6,-0.06326808295976821,0.03376802086961204,-0.1294534038642078,0.002917237944671386
-5,-0.06173180557539165,0.03189483339562763,-0.12424567903082182,0.0007820678800385117
-4,-0.06010239510594049,0.02819619576392385,-0.11536693880323123,-0.004837851408649743
-3,-0.08860623411466806,0.03615732339979368,-0.1594745879782637,-0.017737880251072438
-2,,,,
0,-0.14177377745865657,0.03386407105964195,-0.2081473567355548,-0.07540019818175836
1,-0.10166092757884225,0.03386636957941495,-0.16803901195449555,-0.03528284320318896
2,-0.1538120103244243,0.03635642582709452,-0.22507060494552955,-0.08255341570331903
3,-0.250732267441587,0.03690667477252363,-0.32306934999573333,-0.1783951848874407
4,-0.002863102500433952,0.03524635453108756,-0.07194595738136557,0.06621975238049767
5,-0.08894964527004019,0.04035329633315737,-0.16804210608302864,-0.009857184457051749
6,-0.15643067663022972,0.03302028884481332,-0.22115044276606383,-0.09171091049439561
7,-0.09713465490655787,0.030025909993446866,-0.1559854384937137,-0.038283871319402016
8,-0.09499340476365975,0.03182590246537905,-0.1573721735958027,-0.03261463593151681
9,-0.09819344343257731,0.034227310488768474,-0.16527897199056352,-0.03110791487459111
10,-0.029233576014996876,0.029001128026484115,-0.08607578694690574,0.02760863491691199
11,-0.1642523916519449,0.028700757653080083,-0.22050587665198187,-0.10799890665190795
12,-0.13165070221731878,0.02945222265845001,-0.1893770586278808,-0.07392434580675676
13,-0.04947916578209338,0.0339842042053439,-0.11608820602456742,0.017129874460380654
14,-0.12532425395214425,0.037803138606434576,-0.19941840562075602,-0.051230102283532475
15,-0.0847754604588719,0.044252072916677536,-0.17150952337555986,0.0019586024578160666
16,0.12095176192726786,0.03162747584684155,0.05896190926745843,0.1829416145870773
17,-0.09558460015961882,0.03463938722328646,-0.1634777991172603,-0.02769140120197737
18,-0.12121183569194245,0.03132770739851425,-0.18261414219303038,-0.05980952919085452
19,-0.07755622052649558,0.025597161281122997,-0.12772665663749666,-0.027385784415494503
20,-0.10523954450273025,0.03995597122020651,-0.18355324809433501,-0.026925840911125487
21,-0.15399346089046068,0.03213081880019233,-0.21696986573883764,-0.09101705604208371
22,-0.06233464246179422,0.03419538099542814,-0.12935758921283336,0.004688304289244931
23,-0.11218302801558602,0.04142450253871391,-0.1933750529914653,-0.03099100303970677
24,-0.13524075123301482,0.03819450934284436,-0.21010198954498976,-0.06037951292103988
